district_id,district,region,ecological_zone,spatial_unit,incidence,parasitemia,itn_coverage,water_access,sanitation,u5mr,mort_rate,pop_density,high_burden,bv_lisa_quadrant,gi_z_score,gi_classification,xgb_risk_score,xgb_risk_tier,data_source_incidence,data_source_parasitemia,data_source_itn,data_source_wash,data_source_u5mr,analysis_year,version,latitude,longitude
51,WASSA AMENFI WEST,WESTERN,Forest,261-district (Ghana 2018 administrative),119.0,37.36183168556873,42.05203175583341,76.08172651580391,50.53334148835614,95.30805305999772,22.814956913652765,91.59741411585983,0,0,-0.9255863130929743,Not Significant,0.45398778551357116,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.7735167,-2.5321498
52,KETU SOUTH,VOLTA,Transitional Forest-Savannah,261-district (Ghana 2018 administrative),187.5,38.76060944271425,45.911762111434825,64.50203897801961,32.61819188274315,100.98846914778676,33.946573120899686,20.847835633851936,0,0,0.4015122166773161,Not Significant,0.37820637948933106,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.07748514999999,1.0706219725046
53,WASSA AMENFI CENTRAL,WESTERN,Forest,261-district (Ghana 2018 administrative),160.5,42.81269162684246,49.03156254766845,77.3631785353328,71.90231938171132,118.02808950551598,25.13972183308515,290.62789104480333,0,0,-0.7255921929203081,Not Significant,0.4013500949791241,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.7890318,-2.0839856
54,KETA MUNICIPAL,VOLTA,Transitional Forest-Savannah,261-district (Ghana 2018 administrative),198.6,44.742841315297426,33.69171463485105,75.12519003084252,49.30824443741238,56.98892141017643,28.49036911057307,33.3870721652668,1,0,0.35801907158400476,Not Significant,0.5130963278200626,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.9215688,0.9910728
55,KADJEBI,OTI,Transitional Forest-Savannah,261-district (Ghana 2018 administrative),203.5,40.984171848099614,44.808272283914036,63.266169500812715,51.092092302923064,100.83517754575354,34.22910007298411,167.42861586297022,1,0,1.0475434092332112,Not Significant,0.7155673417712327,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),7.7210325,0.534053201682814
56,MFANTSEMAN MUNICIPAL,CENTRAL,Forest,261-district (Ghana 2018 administrative),161.9,49.465842996974764,20.44231050209335,71.20158869613908,44.307384261015876,121.0994860867318,29.24905465148953,-21.699350603736278,0,3,-0.1840046893104441,Not Significant,0.46168084152365635,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.478649699999997,-1.13574812718209
57,SOUTH TONGU,VOLTA,Transitional Forest-Savannah,261-district (Ghana 2018 administrative),174.2,28.333644686450782,38.471981009366495,74.058133549295,40.417713611206274,98.71667149265345,32.584380296399026,46.33196756114122,0,0,0.08497877183154563,Not Significant,0.2371652806137591,Very Low,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.96577275,0.641061228110148
58,EKUMFI,CENTRAL,Forest,261-district (Ghana 2018 administrative),153.1,43.10092407384999,30.672644940108334,65.17830201372638,65.37296684353909,104.75414526395997,26.736520112717187,151.1359624862425,1,3,-0.2737467411175665,Not Significant,0.6743702157966417,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.28914455,-0.908864632637807
59,TWIFO HEMANG LOWER DENKYIRA,CENTRAL,Forest,261-district (Ghana 2018 administrative),153.0,47.1231788899884,41.448327732751174,78.49977743054268,52.57463954198196,105.18847085961832,27.262072081259575,-79.52954465423637,0,3,-0.30052571108316634,Not Significant,0.4119758887935337,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.478649699999997,-1.13574812718209
60,JASIKAN,OTI,Transitional Forest-Savannah,261-district (Ghana 2018 administrative),173.6,45.81737304778808,48.96557247914173,60.05793102315469,44.73295519994649,126.5968785816848,48.1357797582278,364.81075339499847,1,0,0.6295259591697128,Not Significant,0.6430667654851892,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),7.40707195,0.466071316332564
61,TWIFO ATTI-MORKWA,CENTRAL,Forest,261-district (Ghana 2018 administrative),152.7,44.51221108563999,23.393150280721724,74.6607503723779,48.56178655337031,97.76957237488045,26.12779208709388,46.539000497324544,1,3,-0.30445338597438154,Not Significant,0.5751056389471338,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.478649699999997,-1.13574812718209
62,KRACHI EAST MUNICIPAL,OTI,Transitional Forest-Savannah,261-district (Ghana 2018 administrative),250.5,43.60604559087369,31.543131293733687,73.00198488253444,38.619201891244614,100.8905200705194,44.854211005089006,261.85995939232447,1,0,1.6260115323813324,Not Significant,0.6951319393047841,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),7.69817,0.22447
63,AWUTU SENYA,CENTRAL,Forest,261-district (Ghana 2018 administrative),136.3,49.55835780892875,26.728056058260847,65.92827803128644,59.09073524325132,147.8561330262348,24.7137083988998,147.1653590747472,0,0,-1.083068175123404,Not Significant,0.4859764628132812,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.40379055,-0.518157686947431
64,NKWANTA SOUTH MUNICIPAL,OTI,Transitional Forest-Savannah,261-district (Ghana 2018 administrative),194.4,34.81925998803927,32.771550609201945,59.80804404020572,39.07368386437298,98.87481541425448,36.42650116475762,180.40927747572843,1,0,1.3617070352758212,Not Significant,0.7078159246917507,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),8.25811615,0.509975335946734
65,AWUTU SENYA EAST,CENTRAL,Forest,261-district (Ghana 2018 administrative),150.7,44.8202934538155,35.64489560239758,75.2890510406047,55.462454522700035,104.33369532654307,27.134521813992823,350.64603727334196,1,0,-0.9142483564660847,Not Significant,0.6830493032107569,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.40379055,-0.518157686947431
66,AFIGYA KWABRE SOUTH,ASHANTI,Coastal/Urban,261-district (Ghana 2018 administrative),100.0,21.491253530141492,38.67217685458089,86.51418798413619,54.543132838912385,46.68565261318956,18.088148300980464,231.98227232347568,0,0,-1.592852940806607,Not Significant,0.042092215536568924,Very Low,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.83998064999999,-1.60957900170106
67,LA-NKWANTANANG-MADINA,GREATER ACCRA,Coastal/Urban,261-district (Ghana 2018 administrative),67.8,6.291640819971025,62.381679707140925,82.62924722575342,77.20348859821264,37.787636413795816,9.146762292513225,218.69977989344034,0,2,-2.7768312139256026,Coldspot 99%,0.0028269230769230767,Very Low,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.653307048275861,-0.1885558633617898
68,ATWIMA KWANWOMA,ASHANTI,Coastal/Urban,261-district (Ghana 2018 administrative),109.7,16.838908236754968,54.29974640096817,76.67351884566558,68.35413066889845,59.0897844217462,22.857503596767437,499.1265300152839,0,0,-1.420553173706179,Not Significant,0.049758080793345046,Very Low,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.65,-1.73333
69,SEKYERE SOUTH,ASHANTI,Coastal/Urban,261-district (Ghana 2018 administrative),90.3,13.456773340152482,53.33430446115141,80.97915103466107,64.32766138396444,64.52282219079788,21.7621581710475,107.90790809820224,0,0,-1.7638516309170647,Not Significant,0.020006389413265477,Very Low,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.99532965,-1.50292100938884
70,GA EAST,GREATER ACCRA,Coastal/Urban,261-district (Ghana 2018 administrative),77.6,10.958409719183397,57.28880501339142,89.21344521841205,73.74879548164327,55.53100110408787,13.689146616716984,163.53387648885365,0,2,-2.5785116947802558,Coldspot 95%,0.0,Very Low,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.669162,-0.333376
71,AYAWASO WEST,GREATER ACCRA,Coastal/Urban,261-district (Ghana 2018 administrative),68.1,25.536842640616438,61.46164718322199,91.18117367391594,86.62645749840978,51.72589839589348,5.609046654336262,83.45175456565423,0,2,-2.960842461690268,Coldspot 99%,0.006594977949340263,Very Low,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.62669775,-0.179111178909241
72,SEKYERE EAST,ASHANTI,Coastal/Urban,261-district (Ghana 2018 administrative),97.6,16.418852580196436,46.923871809181456,92.88191254760659,65.84187586426182,80.75433115983657,22.77574544091046,-78.46087571299817,0,0,-1.635788481475646,Not Significant,0.01623387002232503,Very Low,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.77947295,-1.29935419961981
73,GA SOUTH MUNICIPAL,GREATER ACCRA,Coastal/Urban,261-district (Ghana 2018 administrative),67.5,14.98720269086032,42.93698490419371,97.72791765759435,81.19028334393481,48.222290459757026,14.288589574286997,852.8075762991394,0,2,-2.564736769799974,Coldspot 95%,0.02570160062710119,Very Low,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.669162,-0.333376
74,GA WEST MUNICIPAL,GREATER ACCRA,Coastal/Urban,261-district (Ghana 2018 administrative),67.0,14.271104651497764,50.67294434201508,83.92018387959374,86.23032919639125,43.78522840626955,11.691231053778576,130.74449062568857,0,2,-2.5712828946186663,Coldspot 95%,0.0,Very Low,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.669162,-0.333376
75,SEKYERE CENTRAL,ASHANTI,Coastal/Urban,261-district (Ghana 2018 administrative),125.7,21.822101164778633,51.50681981605375,79.44358215859675,58.44816639925355,63.02318828193412,18.738333161396977,336.8266534583371,0,0,-1.2779923092336565,Not Significant,0.03336684723893608,Very Low,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),7.21625465,-1.09955606489201
76,GA CENTRAL MUNICIPAL,GREATER ACCRA,Coastal/Urban,261-district (Ghana 2018 administrative),73.2,7.321156272749241,60.8961024788797,95.5885238942098,82.47858205379079,87.3700882582294,9.554489020203855,23.41964542784933,0,0,-1.7043738256612533,Not Significant,0.017939628802350557,Very Low,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.3203951,-2.0334832
77,OFFINSO NORTH,ASHANTI,Coastal/Urban,261-district (Ghana 2018 administrative),98.7,28.901320571428283,55.46755563336103,82.78455431142862,66.86612408380834,55.40685632255956,28.142356441334027,211.70541087414594,0,0,-1.290073738426243,Not Significant,0.14748214150910516,Very Low,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),7.27974815,-1.79832745610104
78,KRACHI WEST,OTI,Transitional Forest-Savannah,261-district (Ghana 2018 administrative),212.6,43.51365554176273,36.760955290781,64.70600406697628,35.10354310178716,129.65645105897121,41.086414477310164,391.2156946485972,1,0,1.3249051432737884,Not Significant,0.5605896031184983,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),7.8,-0.01667
79,OFFINSO MUNICIPAL,ASHANTI,Coastal/Urban,261-district (Ghana 2018 administrative),139.1,15.633876683959768,35.78548510202763,80.88672766477568,61.38657346337542,88.83712066047292,15.379102680329794,554.3076769477606,0,0,-1.0787416616266878,Not Significant,0.12900661785392226,Very Low,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),7.05794129999999,-1.73462655987467
80,OBUASI MUNICIPAL,ASHANTI,Coastal/Urban,261-district (Ghana 2018 administrative),118.1,18.334151031056038,35.29456485754881,69.13356820193597,67.19004226351538,74.27133783780272,16.5440746390901,183.48353644914448,0,0,-1.2549446596970293,Not Significant,0.20040068743108683,Very Low,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.211542,-1.6894045
81,KRACHI NCHUMURU,OTI,Transitional Forest-Savannah,261-district (Ghana 2018 administrative),201.9,48.607547761004774,32.283282323639476,52.050969351600514,37.37239852822462,106.78872850171338,30.477481115333354,167.6835230823791,1,4,1.3434919574162285,Not Significant,0.7738778106063072,Very High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),8.1892008,-0.0866133771431008
82,KWABRE EAST,ASHANTI,Coastal/Urban,261-district (Ghana 2018 administrative),117.2,22.69085775228265,63.90302895706062,84.44772112510098,62.781410151794056,55.872647298085646,27.99098912552403,53.282380030864175,0,0,-1.369439434814466,Not Significant,0.11183069534604455,Very Low,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.7897864,-1.53792852576917
83,AGOTIME ZIOPE,VOLTA,Transitional Forest-Savannah,261-district (Ghana 2018 administrative),185.3,36.58946576736055,42.948505105824545,65.13979330161777,37.82067006192599,76.11777072750722,32.383106891404644,130.12655972084988,0,0,0.53942637761423,Not Significant,0.472616854489731,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.530192883333332,0.6108100157977967
84,ADAKLU,VOLTA,Transitional Forest-Savannah,261-district (Ghana 2018 administrative),170.0,39.23037588704356,35.50817511834534,77.43597199435533,24.16910054844352,103.71494993733299,35.77086587674852,106.83929193428877,0,0,0.3332986087745578,Not Significant,0.4851114994174337,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.4470511,0.6286474
85,EJURA-SEKYEDUMASE,ASHANTI,Coastal/Urban,261-district (Ghana 2018 administrative),115.9,18.00211606284236,31.775736566361253,77.44132081418333,52.90420110809075,98.51952000509492,23.045258071683318,503.4439341255947,0,0,-1.2828184981623558,Not Significant,0.2852900666518361,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.672877790697672,-1.5176749236925773
86,ATWIMA NWABIAGYA SOUTH,ASHANTI,Coastal/Urban,261-district (Ghana 2018 administrative),128.7,15.122308892949032,40.39630226279418,81.03762248028787,54.903928591219625,83.39320850659803,22.048790019175886,137.8517650996417,0,0,-1.0140595484109935,Not Significant,0.06996682537360051,Very Low,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),7.0689359,-2.0226618
87,AKATSI SOUTH,VOLTA,Transitional Forest-Savannah,261-district (Ghana 2018 administrative),199.9,41.52372135095052,36.57653535599913,76.98464569727588,40.210757345194615,103.02034813008844,35.276442406667414,83.30013041419622,1,0,1.533137366701371,Not Significant,0.5076210640949181,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),8.25846,0.508747
88,ATWIMA MPONUA,ASHANTI,Coastal/Urban,261-district (Ghana 2018 administrative),123.9,14.332963697479501,52.6745523676547,81.80486076415929,57.637585739015854,87.20602669970587,19.135448904135036,164.72734713168603,0,0,-1.0402669563518345,Not Significant,0.05429347860073679,Very Low,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.5558963,-2.17659077213842
89,AKATSI NORTH,VOLTA,Transitional Forest-Savannah,261-district (Ghana 2018 administrative),152.3,38.11992090886725,26.689946472273736,77.83253419717992,33.09428342579772,115.81571829035549,34.54776858976208,89.46321146245046,1,0,0.11304486118663144,Not Significant,0.5035155118688321,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.3108306,0.876439062223793
90,HO MUNICIPAL,VOLTA,Transitional Forest-Savannah,261-district (Ghana 2018 administrative),173.6,39.55717291783986,39.017657241578576,74.10689231411509,46.16480503785993,94.73225361125208,33.14807302384425,94.86189455698275,1,0,0.2946380353582809,Not Significant,0.6653378826649899,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.6126598,0.4688932
91,ADANSI SOUTH,ASHANTI,Coastal/Urban,261-district (Ghana 2018 administrative),123.7,7.910909473144791,40.59064308879091,82.35452633037936,61.17483219829417,78.24344862215744,20.543425971659733,59.781223834607886,0,0,-1.1495574235093886,Not Significant,0.03861187053697011,Very Low,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.00427495,-1.39314032189093
92,HOHOE MUNICIPAL,VOLTA,Transitional Forest-Savannah,261-district (Ghana 2018 administrative),173.7,34.06407750604349,40.17378858033758,61.5377717749015,47.07291778749025,60.54252996173299,36.714398143984944,249.84188014657454,1,0,0.37934744081245564,Not Significant,0.5010068028978166,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),7.153187,0.477735
93,ADANSI ASOKWA,ASHANTI,Coastal/Urban,261-district (Ghana 2018 administrative),123.1,26.09675535111419,64.43185938294639,86.24514618030726,47.79917867489399,56.85639686727007,19.37209861395064,268.3115925457961,0,0,-1.15847909429776,Not Significant,0.08868502514911422,Very Low,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.2467263,-1.50841
94,HO WEST,VOLTA,Transitional Forest-Savannah,261-district (Ghana 2018 administrative),195.9,30.564764585465536,42.95287273747319,62.33250002611229,45.16328581062267,61.01995440601633,29.33808203166944,105.76257899991782,0,0,0.5847782041217855,Not Significant,0.417844018212902,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.590707,0.46714
95,BOSOME FREHO,ASHANTI,Coastal/Urban,261-district (Ghana 2018 administrative),108.3,25.070806031420503,41.783800820918096,96.64374425179642,65.35266416575055,86.7758765017751,18.3127368575286,350.763696725292,0,2,-1.3502950162477518,Not Significant,0.05596089575571161,Very Low,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.3681227,-1.36632312680072
96,AFADZATO SOUTH,VOLTA,Transitional Forest-Savannah,261-district (Ghana 2018 administrative),172.9,36.377011500063674,56.59356161421591,68.00908469616951,57.61216224894952,83.95914784646835,33.975154044652534,572.3450160058463,1,0,0.46335984073628966,Not Significant,0.5113822283661488,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),7.0222497,0.561946
97,AHAFO ANO SOUTH EAST,ASHANTI,Coastal/Urban,261-district (Ghana 2018 administrative),112.5,30.521372292290422,52.49680946085785,77.28422682211523,69.52840670630597,87.60258630914224,22.89479328746973,185.3665640564837,0,0,-1.31776809149848,Not Significant,0.1232166073252914,Very Low,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.94633355,-1.90095355028736
98,NORTH DAYI,VOLTA,Transitional Forest-Savannah,261-district (Ghana 2018 administrative),169.7,33.49458650791905,38.72098105150369,74.06761084697276,45.69168851426068,64.10196001251401,34.409757183778844,190.73532503190862,1,0,0.2916176780601343,Not Significant,0.5011121346729513,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.91384645,0.22267318926127
99,BEKWAI MUNICIPAL,ASHANTI,Coastal/Urban,261-district (Ghana 2018 administrative),126.7,26.541294710997214,54.18097945441415,80.49059537497577,62.608272464941294,57.5467508078604,22.942487716688888,157.60456295248653,0,0,-1.1450965881152029,Not Significant,0.04250068491055378,Very Low,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.43631235,-1.59282285301503
100,KPANDO MUNICIPAL,VOLTA,Transitional Forest-Savannah,261-district (Ghana 2018 administrative),190.7,28.27920698092597,31.496093526040777,75.70428225090596,46.4624920706226,94.11377306903992,32.842756393074964,102.77919034090894,1,0,0.600530529107504,Not Significant,0.575884512767214,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),7.0000115,0.318327973849328
101,BOSOMTWE,ASHANTI,Coastal/Urban,261-district (Ghana 2018 administrative),131.3,18.87948981804953,46.39930054753803,77.45989784908978,57.397832683088204,66.306514689991,22.789419576210168,223.60037010713546,0,0,-1.1358031810439815,Not Significant,0.040063178336734846,Very Low,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.672877790697672,-1.5176749236925773
